station_id,station_name,available_mechanical_bikes,available_electric_bikes,available_empty_docks,latitude,longitude,date
213688169,Benjamin Godard - Victor Hugo,3,3,29,48.865983,2.275725,2021-06-02 12:51:53
99950133,André Mazet - Saint-André des Arts,9,4,42,48.85375581057431,2.3390958085656166,2021-06-02 13:03:41
516709288,Charonne - Robert et Sonia Delauney,0,3,17,48.85590755596891,2.3925706744194035,2021-06-02 13:01:13
36255,Toudouze - Clauzel,2,0,19,48.87929591733507,2.3373600840568547,2021-06-02 12:59:42
37815204,Mairie du 12ème,1,0,27,48.84085531176338,2.3875549435615544,2021-06-02 13:03:37
100769544,Harpe - Saint-Germain,9,5,32,48.85151881501689,2.343670316040516,2021-06-02 13:02:51
85002689,Jourdan - Stade Charléty,1,3,56,48.81942833336948,2.343335375189781,2021-06-02 13:03:20
54000559,Jouffroy d'Abbans - Wagram,2,4,34,48.881973298351625,2.301132157444954,2021-06-02 12:51:24
85043758,Guersant - Gouvion-Saint-Cyr,12,0,16,48.88287775178599,2.287667370814871,2021-06-02 13:03:49
123095125,Alibert - Jemmapes,5,1,50,48.8710440519842,2.366104461987773,2021-06-02 13:04:30
251039991,Cassini - Denfert-Rochereau,3,0,22,48.83752583906732,2.336035408079624,2021-06-02 13:02:06
37874517,Saint-Sulpice,3,8,10,48.85165383178419,2.3308077827095985,2021-06-02 12:59:58
66491398,Le Brun - Gobelins,2,1,45,48.835092787823875,2.353468135133752,2021-06-02 13:04:07
210403080,Lacépède - Monge,2,3,18,48.84389286531899,2.3519663885235786,2021-06-02 13:01:13
210561800,Saint-Romain - Cherche-Midi,11,4,2,48.84708159081946,2.321374788880348,2021-06-02 13:04:20
209063434,André Karman - République,11,3,17,48.91039875761846,2.3851355910301213,2021-06-02 13:02:14
94555589,Pierre et Marie Curie - Maurice Thorez,1,0,26,48.81580226360801,2.376804985105991,2021-06-02 13:02:00
244498842,Bois de Vincennes - Gare,29,4,15,48.836022242886884,2.4708339950830287,2021-06-02 12:57:41
43195240,Silly - Galliéni,14,5,6,48.835583838705936,2.2325500845909123,2021-06-02 12:59:29
210405211,Beaux-Arts - Bonaparte,13,4,4,48.856451985395786,2.334851883351803,2021-06-02 13:04:35
501862076,Place Nelson Mandela ,0,1,21,48.862090937689715,2.196576297283173,2021-06-02 13:00:58
207633746,Grande Armée - Brunel,6,4,50,48.876116,2.288124,2021-06-02 12:56:53
210566542,Square Boucicaut,32,13,15,48.851296433665276,2.325061820447445,2021-06-02 13:04:34
437597018,Invalides - Duroc,7,4,17,48.8477924732952,2.3161920905113225,2021-06-02 12:59:32
210565680,Vaneau - Sèvres,16,6,13,48.84856323305935,2.3204218259345537,2021-06-02 13:02:46
210397939,Thouin - Cardinal Lemoine,0,3,14,48.84504716661511,2.3494647851273465,2021-06-02 13:00:39
82405965,Froment - Bréguet,0,3,40,48.8570414504784,2.37289470306807,2021-06-02 13:03:19
213682736,Morillons - Dantzig,6,2,45,48.83310149953933,2.299380004405976,2021-06-02 13:01:16
80101533,Chazelles - Courcelles ,4,4,27,48.879406604954,2.3034455627202988,2021-06-02 13:00:47
54000581,Croulebarde - Corvisart,8,3,23,48.830981659316855,2.3481646925210953,2021-06-02 13:04:26
599135701,Ramponeau - Belleville,0,0,43,48.871031137596006,2.3790568521139748,2021-06-02 13:03:30
13105968,Le Brix et Mesmin - Jourdan,0,1,20,48.82234096593411,2.327861653302471,2021-06-02 12:58:35
653208733,Romainville - Vaillant-Couturier,0,2,36,48.86785,2.446748,2021-06-02 13:03:17
907054879,Liberté - Vert-de-Maisons,10,2,1,48.79014780960843,2.43286281824112,2021-06-02 12:59:44
128986726,Boétie - Ponthieu,15,10,8,48.871417284354834,2.307678759098053,2021-06-02 13:04:04
129094535,Porte de Saint-Ouen - Bessières,1,5,35,48.89792240854517,2.32851451022192,2021-06-02 13:03:22
27415224,Bir Hakeim,18,5,10,48.853844054333514,2.289705348222022,2021-06-02 13:03:20
54000612,Cambrai - Benjamin Constant,0,0,43,48.89594736851349,2.381133802246315,2021-06-02 13:01:29
88230992,De Toqueville - Terrasse,1,1,28,48.882428,2.314002,2021-06-02 13:01:10
27415302,Michel-Ange - Parent de Rosan,13,1,12,48.840579923690115,2.2584119439125065,2021-06-02 13:04:31
102747146,Lagny - Victor Basch,13,0,12,48.84884147189881,2.426325418925233,2021-06-02 13:02:04
2515403527,Saint-Cloud - Hippodrome,0,6,23,48.85772148887421,2.2549109905958176,2021-06-02 13:00:42
653132534,Louis Lejeune - Barbès,6,0,18,48.81807418981508,2.3267009854316716,2021-06-02 13:03:08
506455295,Général Martial Valin - Pont du Garigliano,13,2,1,48.83823094269141,2.270506024360657,2021-06-02 13:03:52
1057149522,Rond-point du Dr Albert Schweitzer,5,1,16,48.78980918988166,2.3143940046429634,2021-06-02 13:02:36
210567545,Raspail - Varenne,6,3,9,48.85314781654488,2.3263905197381973,2021-06-02 13:04:33
653197324,Théâtre des Amandiers - Palais des sports,5,1,18,48.89264852683893,2.2136941552162175,2021-06-02 13:03:48
210408693,Vaugirard - Monsieur le Prince,1,1,23,48.848951441614176,2.3411329463124275,2021-06-02 13:04:03
42950839,Serrurier,1,0,17,48.8804934032465,2.39806417375803,2021-06-02 12:56:07
85123644,Pyrénées - Ménilmontant,0,0,23,48.8693268535238,2.395084574818611,2021-06-02 13:04:01
499303158,Jules Guesde - Pont du Port à l'Anglais,24,3,3,48.79628807093802,2.417212128639221,2021-06-02 13:00:55
2515085147,Italie - Tolbiac,0,2,19,48.82557229464416,2.3576171323657036,2021-06-02 13:04:13
27414512,Caire - Dussoubs,18,5,16,48.86785342111862,2.349364310503006,2021-06-02 13:01:39
210580039,Tour d'Auvergne - Rodier,0,0,16,48.879161,2.343698,2021-06-02 12:50:05
49474389,Artois - Berri,16,6,1,48.87393521240818,2.3064258322119713,2021-06-02 13:01:06
128940135,Marceau - Chaillot,5,8,7,48.86883394989261,2.2989967837929726,2021-06-02 13:01:25
35149611,Liard - Amiral Mouchez,0,2,12,48.8214169,2.342167,2021-06-02 13:04:20
210570888,Las Cases - Bourgogne,15,7,0,48.85909110474066,2.3185685276985173,2021-06-02 13:02:39
129107656,Félix Ziem - Armand Gauthier,0,1,24,48.88949630486821,2.333393658804396,2021-06-02 13:00:33
129088667,Jonquière - Docteur Paul Brousse,3,3,34,48.894799816683985,2.318705212173216,2021-06-02 13:03:43
214114469,Gare de Nogent-le-Perreux,15,2,15,48.83842553348809,2.493693307042122,2021-06-02 13:03:05
1057228658,Youri Gagarine - Karl Marx,0,0,22,48.78448485079149,2.35908430069685,2021-06-02 12:59:23
230873471,Octave Feuillet - Albéric Magnard,1,0,20,48.86106902949534,2.2730283066630363,2021-06-02 13:03:21
507934805,Ney - Porte de Clignancourt ,0,1,24,48.8978867,2.3458001,2021-06-02 13:04:34
205047993,Edgar Quinet - Raspail,1,1,43,48.83940266673835,2.32971478253603,2021-06-02 13:03:09
7254,Gay Lussac - Saint-Jacques,2,3,19,48.844730256132095,2.341923944866407,2021-06-02 13:03:31
129164969,Place Jean-Spire-Lemaître,3,2,44,48.8468428626593,2.452062070369721,2021-06-02 13:03:17
128989986,Place Georges Guillaumin,2,10,16,48.874750203956566,2.301771435325988,2021-06-02 13:02:40
129004826,Bellefond - Poissonnière,0,1,15,48.87759897050706,2.348463758826256,2021-06-02 13:03:36
518825709,Jean Oestreicher - Porte de Champerret,4,2,15,48.88655580065981,2.288640439510346,2021-06-02 13:02:15
128930462,Square Louis XVI,23,4,2,48.87320440102894,2.323658830743138,2021-06-02 13:01:50
911767210,Alexandre Parodi - Quai de Valmy,0,0,24,48.87935941942529,2.366596162319184,2021-06-02 12:58:01
54000565,Granges aux Belles,2,2,23,48.8761373390584,2.3680844979417,2021-06-02 13:03:11
1057296253,Regnault - Patay,34,3,25,48.82435782216384,2.377065159380436,2021-06-02 13:04:17
210581084,Gare Saint-Lazare - Place de Budapest,1,1,40,48.877753,2.327339,2021-06-02 12:57:56
210586093,Dunkerque - Rocroy,0,1,22,48.880726,2.351464,2021-06-02 12:59:50
102311820,Clignancourt - Ordener,2,2,31,48.891457726153774,2.348636478060487,2021-06-02 13:01:52
128887067,Ségur - d'Estrées,5,4,10,48.85141997898257,2.3097044974565506,2021-06-02 13:03:11
210574471,Abbeville - Faubourg Poissonnière,0,1,11,48.879223,2.349147,2021-06-02 13:04:15
72765603,Boulangers - Cardinal Lemoine,3,2,15,48.8462904,2.3521495,2021-06-02 13:00:38
210582921,Boudreau - Auber,10,2,1,48.87219,2.329423,2021-06-02 12:58:03
55927887,Gabriel Lamé,21,2,13,48.8351212784276,2.385534569621086,2021-06-02 13:01:56
369644630,Gare de l'Est - Faubourg-Saint-Martin,2,0,27,48.87564264747718,2.3594588041305546,2021-06-02 12:59:48
43255030,Pereire - Ternes,5,1,42,48.87973954830735,2.288012132048607,2021-06-02 13:04:04
129025451,Douai - Bruxelles,0,1,25,48.88320784122797,2.3308449949028507,2021-06-02 13:04:14
128920403,Gare Saint-Lazare - Isly,17,1,9,48.874777677621296,2.326515804784655,2021-06-02 13:04:28
323616530,Quai de l'Horloge - Pont Neuf,4,5,8,48.857058739111096,2.341798283943937,2021-06-02 13:03:26
208795867,Ambroise Rendu - Porte Brunet,0,0,16,48.883667,2.395733,2021-06-02 13:04:02
1062192012,Gare Rosny-Bois-Perrier,3,1,31,48.88115023337061,2.480436824262142,2021-06-02 13:03:04
6296,Institut de France,10,1,6,48.85761567856468,2.335831353037739,2021-06-02 13:02:34
521393180,Porte Pouchet-Bessières,5,3,14,48.8978765,2.3230632,2021-06-02 13:03:01
576188379,Vigée-Lebrun - Anselme Payen,4,0,20,48.838683941628375,2.3110422492027287,2021-06-02 12:55:40
128915891,Octave Gréard - Tour Eiffel,18,5,9,48.856502977695634,2.293178754328878,2021-06-02 13:03:57
82567101,Château - République,5,4,17,48.8629238005955,2.415503561496735,2021-06-02 13:04:05
129021753,Moncey - Blanche,1,1,14,48.88006587474148,2.3310810327529907,2021-06-02 13:03:13
457813746,Henri Barbusse - Stalingrad,1,2,13,48.814183748660554,2.2872862592339516,2021-06-02 13:01:24
303695607,Pont-Neuf - Quai du Louvre,0,0,30,48.8582958982873,2.3423714563250546,2021-01-22 22:50:04
