station_id,station_name,available_mechanical_bikes,available_electric_bikes,available_empty_docks,latitude,longitude,date
213688169,Benjamin Godard - Victor Hugo,6,0,24,48.865983,2.275725,2021-05-01 03:22:33
99950133,André Mazet - Saint-André des Arts,30,0,20,48.85375581057431,2.3390958085656166,2021-05-01 03:23:34
516709288,Charonne - Robert et Sonia Delauney,4,8,8,48.85590755596891,2.3925706744194035,2021-05-01 03:22:31
36255,Toudouze - Clauzel,0,4,17,48.87929591733507,2.3373600840568547,2021-05-01 03:16:41
37815204,Mairie du 12ème,24,3,3,48.84085531176338,2.3875549435615544,2021-05-01 03:25:19
100769544,Harpe - Saint-Germain,6,3,35,48.85151881501689,2.343670316040516,2021-05-01 03:21:43
85002689,Jourdan - Stade Charléty,11,3,46,48.81942833336948,2.343335375189781,2021-05-01 03:20:48
54000559,Jouffroy d'Abbans - Wagram,8,3,29,48.881973298351625,2.301132157444954,2021-05-01 03:20:55
85043758,Guersant - Gouvion-Saint-Cyr,15,3,5,48.88287775178599,2.287667370814871,2021-05-01 03:25:28
123095125,Alibert - Jemmapes,39,4,16,48.8710440519842,2.366104461987773,2021-05-01 03:25:09
251039991,Cassini - Denfert-Rochereau,2,0,22,48.83752583906732,2.336035408079624,2021-05-01 03:16:25
37874517,Saint-Sulpice,3,2,15,48.85165383178419,2.3308077827095985,2021-05-01 03:19:01
66491398,Le Brun - Gobelins,9,7,31,48.835092787823875,2.353468135133752,2021-05-01 03:22:22
210403080,Lacépède - Monge,8,1,9,48.84389286531899,2.3519663885235786,2021-05-01 03:23:35
210561800,Saint-Romain - Cherche-Midi,2,1,13,48.84708159081946,2.321374788880348,2021-05-01 03:24:27
209063434,André Karman - République,4,6,21,48.91039875761846,2.3851355910301213,2021-05-01 03:21:50
94555589,Pierre et Marie Curie - Maurice Thorez,11,1,12,48.81580226360801,2.376804985105991,2021-05-01 03:25:15
244498842,Bois de Vincennes - Gare,9,2,33,48.836022242886884,2.4708339950830287,2021-05-01 03:24:20
43195240,Silly - Galliéni,7,1,16,48.835583838705936,2.2325500845909123,2021-05-01 03:24:14
210405211,Beaux-Arts - Bonaparte,4,1,16,48.856451985395786,2.334851883351803,2021-05-01 03:21:57
501862076,Place Nelson Mandela ,1,3,15,48.862090937689715,2.196576297283173,2021-05-01 03:23:19
207633746,Grande Armée - Brunel,0,2,54,48.876116,2.288124,2021-05-01 03:22:33
210566542,Square Boucicaut,25,1,34,48.851296433665276,2.325061820447445,2021-05-01 03:25:49
437597018,Invalides - Duroc,12,8,7,48.8477924732952,2.3161920905113225,2021-05-01 03:23:27
210565680,Vaneau - Sèvres,10,3,22,48.84856323305935,2.3204218259345537,2021-05-01 03:22:54
210397939,Thouin - Cardinal Lemoine,2,3,10,48.84504716661511,2.3494647851273465,2021-05-01 03:23:16
82405965,Froment - Bréguet,24,2,11,48.8570414504784,2.37289470306807,2021-05-01 03:24:07
213682736,Morillons - Dantzig,12,5,35,48.83310149953933,2.299380004405976,2021-05-01 03:24:25
80101533,Chazelles - Courcelles ,0,3,30,48.879406604954,2.3034455627202988,2021-05-01 03:19:58
54000581,Croulebarde - Corvisart,24,1,8,48.830981659316855,2.3481646925210953,2021-05-01 03:19:36
599135701,Ramponeau - Belleville,7,5,32,48.871031137596006,2.3790568521139748,2021-05-01 03:24:08
13105968,Le Brix et Mesmin - Jourdan,2,5,13,48.82234096593411,2.327861653302471,2021-05-01 03:24:47
653208733,Romainville - Vaillant-Couturier,1,6,29,48.86785,2.446748,2021-05-01 03:24:34
907054879,Liberté - Vert-de-Maisons,6,6,8,48.79014780960843,2.43286281824112,2021-05-01 03:21:22
129094535,Porte de Saint-Ouen - Bessières,3,2,33,48.89792240854517,2.32851451022192,2021-05-01 03:20:57
27415224,Bir Hakeim,18,5,8,48.853844054333514,2.289705348222022,2021-05-01 03:25:03
54000612,Cambrai - Benjamin Constant,1,2,40,48.89594736851349,2.381133802246315,2021-05-01 03:19:44
88230992,De Toqueville - Terrasse,5,3,20,48.882428,2.314002,2021-05-01 03:25:33
27415302,Michel-Ange - Parent de Rosan,2,5,18,48.840579923690115,2.2584119439125065,2021-05-01 03:21:32
102747146,Lagny - Victor Basch,2,0,22,48.84884147189881,2.426325418925233,2021-05-01 03:22:24
2515403527,Saint-Cloud - Hippodrome,11,0,18,48.85772148887421,2.2549109905958176,2021-05-01 03:24:42
653132534,Louis Lejeune - Barbès,4,6,13,48.81807418981508,2.3267009854316716,2021-05-01 03:21:41
506455295,Général Martial Valin - Pont du Garigliano,0,3,12,48.83823094269141,2.270506024360657,2021-05-01 03:20:40
1057149522,Rond-point du Dr Albert Schweitzer,12,3,1,48.78980918988166,2.3143940046429634,2021-05-01 03:22:04
210567545,Raspail - Varenne,9,2,7,48.85314781654488,2.3263905197381973,2021-05-01 03:25:08
128986726,Boétie - Ponthieu,8,0,25,48.871417284354834,2.307678759098053,2021-05-01 03:21:22
653197324,Théâtre des Amandiers - Palais des sports,2,1,21,48.89264852683893,2.2136941552162175,2021-05-01 03:17:44
210408693,Vaugirard - Monsieur le Prince,2,0,22,48.848951441614176,2.3411329463124275,2021-05-01 03:19:04
42950839,Serrurier,0,3,14,48.8804934032465,2.39806417375803,2021-05-01 03:25:35
85123644,Pyrénées - Ménilmontant,0,0,26,48.8693268535238,2.395084574818611,2021-05-01 03:19:43
