station_id,station_name,available_mechanical_bikes,available_electric_bikes,available_empty_docks,latitude,longitude,date
213688169,Benjamin Godard - Victor Hugo,4,1,30,48.865983,2.275725,2021-05-18 01:07:20
99950133,André Mazet - Saint-André des Arts,28,2,24,48.85375581057431,2.3390958085656166,2021-05-18 01:13:37
516709288,Charonne - Robert et Sonia Delauney,5,0,14,48.85590755596891,2.3925706744194035,2021-05-18 01:13:46
36255,Toudouze - Clauzel,9,3,8,48.87929591733507,2.3373600840568547,2021-05-18 01:09:39
37815204,Mairie du 12ème,28,1,1,48.84085531176338,2.3875549435615544,2021-05-18 01:11:46
100769544,Harpe - Saint-Germain,5,9,32,48.85151881501689,2.343670316040516,2021-05-18 01:12:14
85002689,Jourdan - Stade Charléty,14,14,32,48.81942833336948,2.343335375189781,2021-05-18 01:13:57
54000559,Jouffroy d'Abbans - Wagram,9,0,31,48.881973298351625,2.301132157444954,2021-05-18 01:15:17
85043758,Guersant - Gouvion-Saint-Cyr,11,1,16,48.88287775178599,2.287667370814871,2021-05-18 01:15:40
123095125,Alibert - Jemmapes,22,2,35,48.8710440519842,2.366104461987773,2021-05-18 01:15:37
251039991,Cassini - Denfert-Rochereau,1,0,24,48.83752583906732,2.336035408079624,2021-05-18 01:15:40
37874517,Saint-Sulpice,14,2,3,48.85165383178419,2.3308077827095985,2021-05-18 01:12:21
66491398,Le Brun - Gobelins,8,4,34,48.835092787823875,2.353468135133752,2021-05-18 01:13:32
210403080,Lacépède - Monge,8,1,13,48.84389286531899,2.3519663885235786,2021-05-18 01:11:55
210561800,Saint-Romain - Cherche-Midi,10,2,5,48.84708159081946,2.321374788880348,2021-05-18 01:14:04
209063434,André Karman - République,3,5,23,48.91039875761846,2.3851355910301213,2021-05-18 01:11:44
94555589,Pierre et Marie Curie - Maurice Thorez,11,5,11,48.81580226360801,2.376804985105991,2021-05-18 01:13:08
244498842,Bois de Vincennes - Gare,20,0,30,48.836022242886884,2.4708339950830287,2021-05-18 01:15:17
43195240,Silly - Galliéni,4,3,18,48.835583838705936,2.2325500845909123,2021-05-18 01:13:38
210405211,Beaux-Arts - Bonaparte,2,2,16,48.856451985395786,2.334851883351803,2021-05-18 01:12:53
501862076,Place Nelson Mandela ,1,2,19,48.862090937689715,2.196576297283173,2021-05-18 01:14:18
207633746,Grande Armée - Brunel,1,4,54,48.876116,2.288124,2021-05-18 01:13:55
210566542,Square Boucicaut,3,0,55,48.851296433665276,2.325061820447445,2021-05-18 01:10:32
437597018,Invalides - Duroc,3,13,8,48.8477924732952,2.3161920905113225,2021-05-18 01:13:10
210565680,Vaneau - Sèvres,14,2,14,48.84856323305935,2.3204218259345537,2021-05-18 01:14:02
210397939,Thouin - Cardinal Lemoine,4,6,6,48.84504716661511,2.3494647851273465,2021-05-18 01:15:17
82405965,Froment - Bréguet,28,5,9,48.8570414504784,2.37289470306807,2021-05-18 01:15:45
213682736,Morillons - Dantzig,7,5,41,48.83310149953933,2.299380004405976,2021-05-18 01:11:17
80101533,Chazelles - Courcelles ,1,0,34,48.879406604954,2.3034455627202988,2021-05-18 01:12:43
54000581,Croulebarde - Corvisart,17,4,11,48.830981659316855,2.3481646925210953,2021-05-18 01:13:00
599135701,Ramponeau - Belleville,10,16,18,48.871031137596006,2.3790568521139748,2021-05-18 01:14:02
13105968,Le Brix et Mesmin - Jourdan,2,0,18,48.82234096593411,2.327861653302471,2021-05-18 01:07:42
653208733,Romainville - Vaillant-Couturier,3,7,26,48.86785,2.446748,2021-05-18 01:13:24
907054879,Liberté - Vert-de-Maisons,3,4,10,48.79014780960843,2.43286281824112,2021-05-18 01:11:51
128986726,Boétie - Ponthieu,3,1,26,48.871417284354834,2.307678759098053,2021-05-18 01:14:03
129094535,Porte de Saint-Ouen - Bessières,6,9,24,48.89792240854517,2.32851451022192,2021-05-18 01:13:29
27415224,Bir Hakeim,14,2,14,48.853844054333514,2.289705348222022,2021-05-18 01:14:11
54000612,Cambrai - Benjamin Constant,1,1,41,48.89594736851349,2.381133802246315,2021-05-18 01:07:46
88230992,De Toqueville - Terrasse,1,10,19,48.882428,2.314002,2021-05-18 01:11:20
27415302,Michel-Ange - Parent de Rosan,8,1,17,48.840579923690115,2.2584119439125065,2021-05-18 01:09:26
102747146,Lagny - Victor Basch,2,2,20,48.84884147189881,2.426325418925233,2021-05-18 01:08:47
2515403527,Saint-Cloud - Hippodrome,2,1,27,48.85772148887421,2.2549109905958176,2021-05-18 01:12:53
653132534,Louis Lejeune - Barbès,3,1,21,48.81807418981508,2.3267009854316716,2021-05-18 01:07:49
506455295,Général Martial Valin - Pont du Garigliano,2,2,12,48.83823094269141,2.270506024360657,2021-05-18 01:11:55
1057149522,Rond-point du Dr Albert Schweitzer,10,3,8,48.78980918988166,2.3143940046429634,2021-05-18 01:13:30
210567545,Raspail - Varenne,3,1,13,48.85314781654488,2.3263905197381973,2021-05-18 01:14:47
653197324,Théâtre des Amandiers - Palais des sports,4,3,16,48.89264852683893,2.2136941552162175,2021-05-18 01:12:46
210408693,Vaugirard - Monsieur le Prince,5,0,19,48.848951441614176,2.3411329463124275,2021-05-18 01:13:53
42950839,Serrurier,1,3,13,48.8804934032465,2.39806417375803,2021-05-18 01:09:09
85123644,Pyrénées - Ménilmontant,1,13,11,48.8693268535238,2.395084574818611,2021-05-18 01:09:18
499303158,Jules Guesde - Pont du Port à l'Anglais,7,3,18,48.79628807093802,2.417212128639221,2021-05-18 01:14:07
2515085147,Italie - Tolbiac,13,3,4,48.82557229464416,2.3576171323657036,2021-05-18 01:14:55
27414512,Caire - Dussoubs,16,1,20,48.86785342111862,2.349364310503006,2021-05-18 01:13:05
210580039,Tour d'Auvergne - Rodier,9,2,6,48.879161,2.343698,2021-05-18 01:08:58
49474389,Artois - Berri,3,0,16,48.87393521240818,2.3064258322119713,2021-05-18 01:12:54
128940135,Marceau - Chaillot,1,1,17,48.86883394989261,2.2989967837929726,2021-05-18 01:15:08
35149611,Liard - Amiral Mouchez,4,6,4,48.8214169,2.342167,2021-05-18 01:14:11
210570888,Las Cases - Bourgogne,0,0,20,48.85909110474066,2.3185685276985173,2021-05-18 01:08:27
129107656,Félix Ziem - Armand Gauthier,5,5,14,48.88949630486821,2.333393658804396,2021-05-18 01:07:11
129088667,Jonquière - Docteur Paul Brousse,31,3,6,48.894799816683985,2.318705212173216,2021-05-18 01:12:59
214114469,Gare de Nogent-le-Perreux,29,2,1,48.83842553348809,2.493693307042122,2021-05-18 01:11:24
1057228658,Youri Gagarine - Karl Marx,3,5,13,48.78448485079149,2.35908430069685,2021-05-18 01:10:45
230873471,Octave Feuillet - Albéric Magnard,2,3,16,48.86106902949534,2.2730283066630363,2021-05-18 01:11:27
507934805,Ney - Porte de Clignancourt ,3,7,15,48.8978867,2.3458001,2021-05-18 01:15:40
205047993,Edgar Quinet - Raspail,8,3,35,48.83940266673835,2.32971478253603,2021-05-18 01:15:10
7254,Gay Lussac - Saint-Jacques,2,0,20,48.844730256132095,2.341923944866407,2021-05-18 01:07:51
129164969,Place Jean-Spire-Lemaître,18,12,20,48.8468428626593,2.452062070369721,2021-05-18 01:15:32
128989986,Place Georges Guillaumin,2,1,25,48.874750203956566,2.301771435325988,2021-05-18 01:13:32
129004826,Bellefond - Poissonnière,5,5,7,48.87759897050706,2.348463758826256,2021-05-18 01:15:14
518825709,Jean Oestreicher - Porte de Champerret,8,0,11,48.88655580065981,2.288640439510346,2021-05-18 01:06:11
128930462,Square Louis XVI,1,3,21,48.87320440102894,2.323658830743138,2021-05-18 01:14:37
911767210,Alexandre Parodi - Quai de Valmy,2,1,21,48.87935941942529,2.366596162319184,2021-05-18 01:12:51
54000565,Granges aux Belles,6,9,11,48.8761373390584,2.3680844979417,2021-05-18 01:14:18
1057296253,Regnault - Patay,45,14,3,48.82435782216384,2.377065159380436,2021-05-18 01:13:23
210581084,Gare Saint-Lazare - Place de Budapest,3,0,41,48.877753,2.327339,2021-05-18 01:14:07
210586093,Dunkerque - Rocroy,2,2,19,48.880726,2.351464,2021-05-18 01:15:32
102311820,Clignancourt - Ordener,10,7,18,48.891457726153774,2.348636478060487,2021-05-18 01:07:23
128887067,Ségur - d'Estrées,1,0,18,48.85141997898257,2.3097044974565506,2021-05-18 01:13:46
210574471,Abbeville - Faubourg Poissonnière,12,2,0,48.879223,2.349147,2021-05-18 01:14:46
72765603,Boulangers - Cardinal Lemoine,5,0,13,48.8462904,2.3521495,2021-05-18 01:11:46
210582921,Boudreau - Auber,1,1,11,48.87219,2.329423,2021-05-18 01:08:44
55927887,Gabriel Lamé,25,3,7,48.8351212784276,2.385534569621086,2021-05-18 01:14:48
369644630,Gare de l'Est - Faubourg-Saint-Martin,3,1,24,48.87564264747718,2.3594588041305546,2021-05-18 01:13:49
43255030,Pereire - Ternes,6,1,41,48.87973954830735,2.288012132048607,2021-05-18 01:14:55
129025451,Douai - Bruxelles,2,0,24,48.88320784122797,2.3308449949028507,2021-05-18 01:15:10
128920403,Gare Saint-Lazare - Isly,2,0,24,48.874777677621296,2.326515804784655,2021-05-18 01:12:31
323616530,Quai de l'Horloge - Pont Neuf,2,1,14,48.857058739111096,2.341798283943937,2021-05-18 01:09:20
208795867,Ambroise Rendu - Porte Brunet,0,1,16,48.883667,2.395733,2021-05-18 01:13:30
1062192012,Gare Rosny-Bois-Perrier,7,7,22,48.88115023337061,2.480436824262142,2021-05-18 01:14:46
6296,Institut de France,3,1,12,48.85761567856468,2.335831353037739,2021-05-18 01:15:47
521393180,Porte Pouchet-Bessières,6,3,13,48.8978765,2.3230632,2021-05-18 01:13:01
576188379,Vigée-Lebrun - Anselme Payen,3,0,21,48.838683941628375,2.3110422492027287,2021-05-18 01:11:46
128915891,Octave Gréard - Tour Eiffel,20,1,10,48.856502977695634,2.293178754328878,2021-05-18 01:11:18
82567101,Château - République,4,2,20,48.8629238005955,2.415503561496735,2021-05-18 01:09:07
129021753,Moncey - Blanche,6,2,9,48.88006587474148,2.3310810327529907,2021-05-18 01:07:53
457813746,Henri Barbusse - Stalingrad,4,5,7,48.814183748660554,2.2872862592339516,2021-05-18 01:13:36
210740080,Gare du Nord - Hôpital Lariboisière,2,4,43,48.881949,2.352339,2021-05-18 01:14:15
35642049,Jemmapes - Ecluses Saint-Martin ,4,4,5,48.87748519186726,2.3660067468881607,2021-05-18 01:13:34
50191171,Thionville - Ourcq,19,2,3,48.88917613743794,2.3833653330802917,2021-05-18 01:14:20
102290754,Mairie du 17ème,4,7,13,48.88416184871573,2.322079431103719,2021-05-18 01:15:05
3906153622,Argenteuil - Voltaire,6,8,2,48.91864865955558,2.2814112156629562,2021-05-18 01:13:21
129087587,Legendre - Clichy,16,1,24,48.88896161855884,2.322528975094376,2021-05-18 01:13:16
213693511,Quai de la Seine,1,5,18,48.884492238407525,2.3703941702842717,2021-05-18 01:12:55
82379648,Lisbonne - Monceau,6,0,24,48.87745567681383,2.309694221419506,2021-05-18 01:14:52
95845524,Cité Riverin - Château d'Eau ,15,1,2,48.870702423554306,2.358739863900845,2021-05-18 01:14:46
230877798,Chartres - La Charbonnière,2,4,27,48.8847601,2.3534657,2021-05-18 01:05:58
303695607,Pont-Neuf - Quai du Louvre,0,0,30,48.8582958982873,2.3423714563250546,2021-01-22 22:50:04
66491397,Gare de Lyon - Place Louis Armand,6,3,51,48.8455150897939,2.3726498446286,2021-05-18 01:08:59
2515995748,Pesaro - Préfecture,7,2,13,48.89577046284005,2.223908342421055,2021-05-18 01:09:10
129014600,Rossini - Laffitte,0,1,31,48.87334627510507,2.337980867701675,2021-05-18 01:14:50
27363162,Ranelagh - Mozart,7,1,15,48.8554439,2.2704418,2021-05-18 01:11:22
128882438,Institut du Monde Arabe - Saint-Germain,16,2,21,48.84906329950134,2.3558086529374123,2021-05-18 01:14:55
102324803,Pyrénées - Emmery,13,5,21,48.872010281270974,2.392039597034455,2021-05-18 01:12:13
80419347,Lagny - Auguste Blanqui,5,0,20,48.84922568052601,2.4218603968620305,2021-05-18 01:14:43
54000569,Saint-Ambroise - Parmentier,16,2,19,48.86214784454763,2.3772348091006275,2021-05-18 01:15:39
336511521,Place de Rhin et Danube,1,3,11,48.88192765861766,2.392586767673493,2021-05-18 01:14:19
129043651,Roquette - Thiéré,18,0,4,48.85507930579506,2.3733686318721463,2021-05-18 01:15:05
82562556,Exelmans - Versailles,9,2,36,48.84097491091973,2.264390252530575,2021-05-18 01:15:43
129048000,Saint-Maur - Roquette,27,1,17,48.858688774062955,2.383553994571467,2021-05-18 01:14:50
1062250686,11 Novembre 1918 - 8 Mai 1945,4,6,25,48.80889533774377,2.5382421165704727,2021-05-18 01:15:36
261987383,Place Du Général De Gaulle,2,2,21,48.8687591,2.4329931,2021-05-18 01:14:39
813544903,Amelot - Saint-Sébastien,22,4,4,48.86114216276092,2.367799618107727,2021-05-18 01:15:06
126050442,Pereire - Rennequin,8,3,12,48.88364782887555,2.2952447086572647,2021-05-18 01:11:33
27363489,Claude Decaen - Cannebière,11,10,6,48.83761417037952,2.397253782195704,2021-05-18 01:06:38
39296638,Berri - Haussmann,3,1,28,48.874746047357135,2.3082953318953514,2021-05-18 01:12:53
101763163,Desaix - Edgar Faure,10,1,1,48.852804604940296,2.293077029857222,2021-05-18 01:12:43
205938683,Delphine Seyrig - Général Leclerc,2,3,45,48.893923963057865,2.39790290594101,2021-05-18 01:10:19
210399835,Panthéon - Valette,2,5,29,48.84702057165222,2.3464982619671075,2021-05-18 01:14:35
1057324291,Cimetière de Montrouge,21,5,30,48.822009,2.322188699,2021-05-18 01:14:54
314829539,Charles de Gaulle - Beauté,5,6,38,48.83649602312711,2.479562651149885,2021-05-18 01:14:53
653133605,Gare RER - Canadiens,33,3,7,48.81995307955795,2.464176752459464,2021-05-18 01:15:41
3906094706,Redoute - Les Courtilles,6,6,19,48.92986719451888,2.283669635653496,2021-05-18 01:09:43
27414578,Notre-Dame-des-Champs - Stanislas,1,3,15,48.84479928858768,2.329337755887181,2021-05-18 01:09:50
80216231,Belidor - Gouvion-Saint-Cyr,0,0,24,48.88022154052015,2.2854680567979813,2021-04-24 23:43:27
508042092,Pyramide - Ecole du Breuil ,11,0,23,48.82237977153955,2.4586871266365056,2021-05-18 01:14:44
42603855,Liège - Moscou,1,2,13,48.8795431,2.3264628,2021-05-18 01:12:13
818302209,Mairie de Montreuil,8,1,41,48.86131452758348,2.440614402294159,2021-05-18 01:12:29
13718041,Square Simon Bolivar,2,8,11,48.8750898883217,2.3826304078102116,2021-05-18 01:13:14
265464297,Schoelcher - Raspail,1,4,44,48.83681733526843,2.3312794080411474,2021-05-18 01:11:20
1057392676,Rouget de Lisle,8,17,8,48.764615483395254,2.4071189761161804,2021-05-18 01:11:15
102309973,Cimetière de Montmartre,0,2,41,48.886472466141925,2.3328901827335358,2021-05-18 01:09:54
532054446,Richard Lenoir - Republique,29,0,25,48.8667175,2.3692541,2021-05-18 01:11:54
129034587,Récollets - Square Villemin,3,0,12,48.875034655883944,2.359801238597928,2021-05-18 01:13:48
586539770,Marne - Germain Dardan,9,3,8,48.81154270401601,2.303070724010468,2021-05-18 01:12:45
3906335682,Roger Salengro - Fontainebleau,8,3,12,48.814548697324845,2.36116636544466,2021-05-18 01:14:51
583539396,Anatole France - President Roosevelt,6,9,13,48.9155156,2.3814103,2021-05-18 01:12:46
101753100,Henry Farman,11,0,4,48.83372430280548,2.2713854536414146,2021-05-18 01:15:24
27415466,Jourdain - Place des Grandes Rigoles,0,3,19,48.87403113727167,2.38959476351738,2021-05-18 01:09:32
88140066,Rocher - Laborde,1,1,63,48.87590240712654,2.322616316378116,2021-05-18 01:06:48
66491385,Fontenay - Libération,4,12,9,48.84780306364685,2.445141971111298,2021-05-18 01:15:24
52393,Grands Moulins de Pantin,1,3,43,48.89738369720229,2.3959985375404362,2021-05-18 01:11:08
596813170,Cimetière,1,3,11,48.84706173362218,2.4787822365760808,2021-05-18 01:12:37
209057581,Gabriel Péri - Francisco Ferrer,9,3,6,48.88633710236977,2.407338917255402,2021-05-18 01:13:09
66491389,Place de la Reine Astrid,10,1,43,48.86492098253841,2.302549182385926,2021-05-18 01:15:37
596872103,Lucie Aubrac - Fort,2,2,25,48.818144834008976,2.271184623241425,2021-05-18 01:08:28
81081358,Pajol - Place Herbert,21,14,3,48.8927825,2.3635598,2021-05-18 01:10:51
210749865,Port-Royal - Hôpital du Val-de-Grâce,9,1,6,48.8376682728114,2.344813834660711,2021-05-18 01:11:20
535500589,Hôpital Européen Georges Pompidou ,1,2,56,48.83769531916335,2.275374233722687,2021-05-17 22:37:15
597245295,Concorde - Stalingrad,14,13,7,48.7985844,2.3821302,2021-05-18 01:11:33
583171360,Jean Marin Naudin - Stalingrad,3,5,21,48.805713897355375,2.320202328264713,2021-05-18 01:13:56
235513935,Carducci - Place Hannah Arendt,1,5,21,48.877436681515796,2.3860743641853337,2021-05-18 01:06:45
