station_id,station_name,available_mechanical_bikes,available_electric_bikes,available_empty_docks,latitude,longitude,date
213688169,Benjamin Godard - Victor Hugo,1,3,31,48.865983,2.275725,2021-05-08 13:47:16
99950133,André Mazet - Saint-André des Arts,3,3,48,48.85375581057431,2.3390958085656166,2021-05-08 13:47:05
516709288,Charonne - Robert et Sonia Delauney,2,2,16,48.85590755596891,2.3925706744194035,2021-05-08 13:44:17
36255,Toudouze - Clauzel,1,5,15,48.87929591733507,2.3373600840568547,2021-05-08 13:47:11
37815204,Mairie du 12ème,19,1,10,48.84085531176338,2.3875549435615544,2021-05-08 13:47:26
100769544,Harpe - Saint-Germain,20,8,18,48.85151881501689,2.343670316040516,2021-05-08 13:46:40
85002689,Jourdan - Stade Charléty,11,5,43,48.81942833336948,2.343335375189781,2021-05-08 13:44:33
54000559,Jouffroy d'Abbans - Wagram,6,0,34,48.881973298351625,2.301132157444954,2021-05-08 13:45:54
85043758,Guersant - Gouvion-Saint-Cyr,17,7,4,48.88287775178599,2.287667370814871,2021-05-08 13:44:54
123095125,Alibert - Jemmapes,14,5,41,48.8710440519842,2.366104461987773,2021-05-08 13:46:48
251039991,Cassini - Denfert-Rochereau,14,2,9,48.83752583906732,2.336035408079624,2021-05-08 13:47:30
37874517,Saint-Sulpice,1,2,18,48.85165383178419,2.3308077827095985,2021-05-08 13:47:22
66491398,Le Brun - Gobelins,2,8,37,48.835092787823875,2.353468135133752,2021-05-08 13:46:25
210403080,Lacépède - Monge,2,1,20,48.84389286531899,2.3519663885235786,2021-05-08 13:46:50
210561800,Saint-Romain - Cherche-Midi,9,1,7,48.84708159081946,2.321374788880348,2021-05-08 13:44:57
209063434,André Karman - République,1,1,30,48.91039875761846,2.3851355910301213,2021-05-08 13:43:52
94555589,Pierre et Marie Curie - Maurice Thorez,6,3,18,48.81580226360801,2.376804985105991,2021-05-08 13:45:42
244498842,Bois de Vincennes - Gare,16,3,30,48.836022242886884,2.4708339950830287,2021-05-08 13:45:59
43195240,Silly - Galliéni,0,3,22,48.835583838705936,2.2325500845909123,2021-05-08 13:46:31
210405211,Beaux-Arts - Bonaparte,5,3,13,48.856451985395786,2.334851883351803,2021-05-08 13:47:04
501862076,Place Nelson Mandela ,0,3,18,48.862090937689715,2.196576297283173,2021-05-08 13:44:51
