station_id,station_name,available_mechanical_bikes,available_electric_bikes,available_empty_docks,latitude,longitude,date
213688169,Benjamin Godard - Victor Hugo,0,2,33,48.865983,2.275725,2021-05-09 23:47:55
99950133,André Mazet - Saint-André des Arts,17,3,34,48.85375581057431,2.3390958085656166,2021-05-09 23:50:41
516709288,Charonne - Robert et Sonia Delauney,0,2,18,48.85590755596891,2.3925706744194035,2021-05-09 23:52:08
36255,Toudouze - Clauzel,0,1,20,48.87929591733507,2.3373600840568547,2021-05-09 23:42:35
37815204,Mairie du 12ème,20,5,4,48.84085531176338,2.3875549435615544,2021-05-09 23:51:17
100769544,Harpe - Saint-Germain,41,3,2,48.85151881501689,2.343670316040516,2021-05-09 23:51:49
85002689,Jourdan - Stade Charléty,3,3,52,48.81942833336948,2.343335375189781,2021-05-09 23:49:34
54000559,Jouffroy d'Abbans - Wagram,8,3,28,48.881973298351625,2.301132157444954,2021-05-09 23:48:01
85043758,Guersant - Gouvion-Saint-Cyr,9,4,15,48.88287775178599,2.287667370814871,2021-05-09 23:50:23
123095125,Alibert - Jemmapes,39,3,17,48.8710440519842,2.366104461987773,2021-05-09 23:51:48
251039991,Cassini - Denfert-Rochereau,11,3,11,48.83752583906732,2.336035408079624,2021-05-09 23:47:11
37874517,Saint-Sulpice,7,4,10,48.85165383178419,2.3308077827095985,2021-05-09 23:49:28
66491398,Le Brun - Gobelins,13,1,33,48.835092787823875,2.353468135133752,2021-05-09 23:51:39
210403080,Lacépède - Monge,3,0,20,48.84389286531899,2.3519663885235786,2021-05-09 23:46:20
210561800,Saint-Romain - Cherche-Midi,11,2,4,48.84708159081946,2.321374788880348,2021-05-09 23:50:36
209063434,André Karman - République,1,5,26,48.91039875761846,2.3851355910301213,2021-05-09 23:45:57
94555589,Pierre et Marie Curie - Maurice Thorez,3,1,23,48.81580226360801,2.376804985105991,2021-05-09 23:48:49
244498842,Bois de Vincennes - Gare,12,7,30,48.836022242886884,2.4708339950830287,2021-05-09 23:51:09
43195240,Silly - Galliéni,0,2,23,48.835583838705936,2.2325500845909123,2021-05-09 23:51:32
210405211,Beaux-Arts - Bonaparte,3,1,17,48.856451985395786,2.334851883351803,2021-05-09 23:48:54
501862076,Place Nelson Mandela ,1,2,18,48.862090937689715,2.196576297283173,2021-05-09 23:46:54
207633746,Grande Armée - Brunel,4,7,50,48.876116,2.288124,2021-05-09 23:50:00
210566542,Square Boucicaut,10,2,48,48.851296433665276,2.325061820447445,2021-05-09 23:46:40
437597018,Invalides - Duroc,7,17,6,48.8477924732952,2.3161920905113225,2021-05-09 23:51:12
210565680,Vaneau - Sèvres,20,5,10,48.84856323305935,2.3204218259345537,2021-05-09 23:47:39
210397939,Thouin - Cardinal Lemoine,5,6,6,48.84504716661511,2.3494647851273465,2021-05-09 23:45:56
82405965,Froment - Bréguet,27,6,10,48.8570414504784,2.37289470306807,2021-05-09 23:44:55
213682736,Morillons - Dantzig,3,12,38,48.83310149953933,2.299380004405976,2021-05-09 23:51:00
80101533,Chazelles - Courcelles ,2,6,26,48.879406604954,2.3034455627202988,2021-05-09 23:51:29
54000581,Croulebarde - Corvisart,20,8,6,48.830981659316855,2.3481646925210953,2021-05-09 23:47:09
